NameList -- data
deltaT		0.00500000 
density		0.800000 
initUcell	20 20 
stepAvg		100 
stepEquil	0 
stepLimit	10000 
temperature	1.00000 
----
nMol=400-10.621323, -10.621323, -0.525681, -1.293897
-9.503289, -10.621323, -1.466332, -0.197111
-8.385255, -10.621323, -0.575961, -1.275892
-7.267221, -10.621323, -1.264539, -0.716523
-6.149187, -10.621323, 0.946317, -0.931321
-5.031153, -10.621323, -0.309855, 1.437361
-3.913119, -10.621323, -1.476166, -0.131356
-2.795085, -10.621323, -1.482655, 0.157485
-1.677051, -10.621323, -0.411573, -1.327066
-0.559017, -10.621323, 1.326106, -0.136115
0.559017, -10.621323, 1.286371, -0.332752
1.677051, -10.621323, 1.014850, 0.943414
2.795085, -10.621323, 0.554114, 1.309362
3.913119, -10.621323, -1.121661, 0.992744
5.031153, -10.621323, 1.305135, 0.346255
6.149187, -10.621323, 0.252649, -1.329356
7.267221, -10.621323, 0.739316, 1.198893
8.385255, -10.621323, 1.245176, -0.458223
9.503289, -10.621323, 0.754804, -1.098563
10.621323, -10.621323, -1.359813, 0.630758
-10.621323, -9.503289, 1.166726, 0.718268
-9.503289, -9.503289, -1.460423, 0.318203
-8.385255, -9.503289, 0.956826, -0.920206
-7.267221, -9.503289, -0.830373, 1.237939
-6.149187, -9.503289, -1.360780, -0.539386
-5.031153, -9.503289, 1.172026, 0.708408
-3.913119, -9.503289, -1.229198, -0.769130
-2.795085, -9.503289, -1.279977, -0.691835
-1.677051, -9.503289, -0.502739, 1.390658
-0.559017, -9.503289, 0.761408, 1.182992
0.559017, -9.503289, 1.333780, -0.060773
1.677051, -9.503289, 1.335683, -0.031171
2.795085, -9.503289, 1.245801, 0.545831
3.913119, -9.503289, -1.462809, -0.216580
5.031153, -9.503289, 1.227281, 0.592143
6.149187, -9.503289, 1.043978, 0.906889
7.267221, -9.503289, -0.046134, 1.456780
8.385255, -9.503289, -0.617237, -1.259477
9.503289, -9.503289, 1.295812, -0.296876
10.621323, -9.503289, 0.279792, 1.411855
-10.621323, -8.385255, -0.323856, -1.345675
-9.503289, -8.385255, 1.291949, 0.401271
-8.385255, -8.385255, -0.281743, -1.352567
-7.267221, -8.385255, 0.255702, -1.328626
-6.149187, -8.385255, -0.448738, 1.406651
-5.031153, -8.385255, 0.525484, 1.323197
-3.913119, -8.385255, -1.037137, 1.078436
-2.795085, -8.385255, -1.324883, 0.701975
-1.677051, -8.385255, -0.210515, -1.361278
-0.559017, -8.385255, 0.352609, 1.390873
0.559017, -8.385255, -0.421607, 1.413812
1.677051, -8.385255, -1.113987, -0.911900
2.795085, -8.385255, -0.882341, -1.114150
3.913119, -8.385255, 0.869195, -1.006095
5.031153, -8.385255, -0.778652, -1.179912
6.149187, -8.385255, -1.481693, 0.168907
7.267221, -8.385255, 1.281234, 0.440063
8.385255, -8.385255, 0.518671, -1.237124
9.503289, -8.385255, 1.102809, -0.735382
10.621323, -8.385255, 0.225460, -1.335552
-10.621323, -7.267221, 1.082051, -0.765847
-9.503289, -7.267221, -1.387207, -0.477290
-8.385255, -7.267221, -0.200615, -1.362199
-7.267221, -7.267221, -0.242536, 1.447066
-6.149187, -7.267221, -0.509108, -1.299366
-5.031153, -7.267221, -1.296898, 0.752648
-3.913119, -7.267221, 1.289209, 0.411612
-2.795085, -7.267221, 0.599976, -1.196252
-1.677051, -7.267221, 1.009266, 0.950141
-0.559017, -7.267221, 0.282790, 1.411073
0.559017, -7.267221, 1.260605, 0.504939
1.677051, -7.267221, -1.059193, 1.057456
2.795085, -7.267221, 0.314439, -1.313149
3.913119, -7.267221, 0.758873, -1.095599
5.031153, -7.267221, 1.257425, -0.424814
6.149187, -7.267221, 1.216089, -0.528781
7.267221, -7.267221, -1.201757, -0.806729
8.385255, -7.267221, -1.316855, -0.627772
9.503289, -7.267221, -1.479509, 0.191545
10.621323, -7.267221, 1.310366, -0.231992
-10.621323, -6.149187, 1.284336, 0.429267
-9.503289, -6.149187, 1.240432, 0.559752
-8.385255, -6.149187, 0.062960, -1.361093
-7.267221, -6.149187, -0.623142, 1.346255
-6.149187, -6.149187, -0.892613, 1.196172
-5.031153, -6.149187, 1.235912, 0.571149
-3.913119, -6.149187, -0.518345, -1.296346
